id,income,slik_ojk,total_debt,total_credit,total_monthly_debt,loan_amount,property_value,loan_purpose,employment_status,job_tenure,home_ownership,marital_status,late_payment_risk
100,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
339,9.2,4,322000000,8761905,3680000,644000000,920000000,Modal Kerja/Usaha,permanent,36,milik sendiri,menikah,rendah
243,0.4,1,34000000,380952,160000,36000000,40000000,Modal Kerja/Usaha,harian,18,tinggal bersama ortu,menikah,tinggi
648,20.0,1,1400000000,19047619,8000000,1800000000,2000000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
709,8.1,4,283500000,7714286,3240000,567000000,810000000,Modal Kerja/Usaha,permanent,24,milik sendiri,menikah,rendah
713,14.3,5,500500000,13619048,5720000,1001000000,1430000000,KPR,permanent,72,milik sendiri,menikah,rendah
120,8.4,3,588000000,8000000,3360000,756000000,840000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
141,6.4,2,448000000,6095238,2560000,576000000,640000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
819,7.2,1,504000000,6857143,2880000,648000000,720000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
730,9.4,5,329000000,8952381,3760000,658000000,940000000,KPR,permanent,42,milik sendiri,menikah,rendah
166,6.3,1,535500000,6000000,2520000,567000000,630000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
946,70.5,1,4935000000,67142857,28200000,6345000000,7050000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
734,17.7,4,619500000,16857143,7080000,1239000000,1770000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
716,11.0,4,385000000,10476190,4400000,770000000,1100000000,KPR,permanent,54,milik sendiri,menikah,rendah
549,9.6,4,336000000,9142857,3840000,672000000,960000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
534,12.3,4,430500000,11714286,4920000,861000000,1230000000,KPR,permanent,60,milik sendiri,menikah,rendah
309,15.2,4,532000000,14476190,6080000,1064000000,1520000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
729,10.1,4,353500000,9619048,4040000,707000000,1010000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
744,21.2,5,742000000,20190476,8480000,1484000000,2120000000,KPR,permanent,108,milik sendiri,menikah,rendah
293,4.7,2,329000000,4476190,1880000,423000000,470000000,Kredit Kendaraan,harian,12,tinggal bersama ortu,menikah,tinggi
588,14.6,3,730000000,13904762,5840000,876000000,1460000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
192,7.2,1,612000000,6857143,2880000,648000000,720000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
11,16.2,4,567000000,15428571,6480000,1134000000,1620000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
794,12.7,3,635000000,12095238,5080000,762000000,1270000000,KPR,kontrak,78,sewa/kontrak,menikah,sedang
77,7.8,2,546000000,7428571,3120000,702000000,780000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
43,15.4,4,539000000,14666667,6160000,1078000000,1540000000,Modal Kerja/Usaha,permanent,78,milik sendiri,menikah,rendah
386,8.2,3,410000000,7809524,3280000,492000000,820000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
528,8.3,5,290500000,7904762,3320000,581000000,830000000,Kredit Kendaraan,permanent,24,milik sendiri,menikah,rendah
47,10.8,4,378000000,10285714,4320000,756000000,1080000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
224,8.8,1,748000000,8380952,3520000,792000000,880000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
405,1.7,1,119000000,1619048,680000,153000000,170000000,KPR,harian,12,tinggal bersama ortu,lajang,tinggi
380,14.6,3,657000000,13904762,5840000,876000000,1460000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
582,12.8,2,640000000,12190476,5120000,768000000,1280000000,Kredit Kendaraan,kontrak,66,sewa/kontrak,lajang,sedang
647,19.5,1,1365000000,18571429,7800000,1755000000,1950000000,KPR,harian,36,tinggal bersama ortu,menikah,tinggi
196,7.4,1,629000000,7047619,2960000,666000000,740000000,KPR,harian,36,tinggal bersama ortu,lajang,tinggi
399,9.9,2,495000000,9428571,3960000,594000000,990000000,Modal Kerja/Usaha,kontrak,60,sewa/kontrak,menikah,sedang
615,2.4,2,168000000,2285714,960000,216000000,240000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
204,7.8,1,663000000,7428571,3120000,702000000,780000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
448,12.2,1,854000000,11619048,4880000,1098000000,1220000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
21,17.4,4,609000000,16571429,6960000,1218000000,1740000000,Kredit Kendaraan,permanent,78,milik sendiri,menikah,rendah
487,23.9,1,1673000000,22761905,9560000,2151000000,2390000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
736,14.7,4,514500000,14000000,5880000,1029000000,1470000000,Modal Kerja/Usaha,permanent,78,milik sendiri,menikah,rendah
597,12.5,3,625000000,11904762,5000000,750000000,1250000000,Kredit Kendaraan,kontrak,72,sewa/kontrak,lajang,sedang
548,10.3,5,360500000,9809524,4120000,721000000,1030000000,KPR,permanent,48,milik sendiri,menikah,rendah
745,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,96,milik sendiri,menikah,rendah
160,6.2,1,527000000,5904762,2480000,558000000,620000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
373,14.0,3,630000000,13333333,5600000,840000000,1400000000,KPR,kontrak,72,sewa/kontrak,menikah,sedang
618,0.9,2,63000000,857143,360000,81000000,90000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
94,8.1,3,567000000,7714286,3240000,729000000,810000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
302,10.5,4,367500000,10000000,4200000,735000000,1050000000,Modal Kerja/Usaha,permanent,48,milik sendiri,menikah,rendah
472,19.4,1,1358000000,18476190,7760000,1746000000,1940000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
577,10.2,2,510000000,9714286,4080000,612000000,1020000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
782,9.7,3,485000000,9238095,3880000,582000000,970000000,KPR,kontrak,54,sewa/kontrak,menikah,sedang
244,9.8,1,833000000,9333333,3920000,882000000,980000000,KPR,harian,36,tinggal bersama ortu,lajang,tinggi
757,12.2,3,610000000,11619048,4880000,732000000,1220000000,Modal Kerja/Usaha,kontrak,60,sewa/kontrak,menikah,sedang
501,12.4,4,434000000,11809524,4960000,868000000,1240000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
90,8.4,3,588000000,8000000,3360000,756000000,840000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
77,7.8,2,546000000,7428571,3120000,702000000,780000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
97,6.8,2,476000000,6476190,2720000,612000000,680000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
87,6.3,2,441000000,6000000,2520000,567000000,630000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
156,4.8,1,408000000,4571429,1920000,432000000,480000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
82,8.2,3,574000000,7809524,3280000,738000000,820000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
671,31.5,1,2205000000,30000000,12600000,2835000000,3150000000,KPR,harian,36,tinggal bersama ortu,menikah,tinggi
784,16.0,2,800000000,15238095,6400000,960000000,1600000000,Modal Kerja/Usaha,kontrak,90,sewa/kontrak,menikah,sedang
44,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
915,55.0,1,3850000000,52380952,22000000,4950000000,5500000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
582,12.8,2,640000000,12190476,5120000,768000000,1280000000,Kredit Kendaraan,kontrak,66,sewa/kontrak,lajang,sedang
762,15.5,3,697500000,14761905,6200000,930000000,1550000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
788,11.1,2,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
784,16.0,2,800000000,15238095,6400000,960000000,1600000000,Modal Kerja/Usaha,kontrak,90,sewa/kontrak,menikah,sedang
64,8.7,3,609000000,8285714,3480000,783000000,870000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
891,43.2,1,3024000000,41142857,17280000,3888000000,4320000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
146,9.7,3,679000000,9238095,3880000,873000000,970000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
355,9.1,2,455000000,8666667,3640000,546000000,910000000,KPR,kontrak,36,sewa/kontrak,menikah,sedang
503,10.5,4,367500000,10000000,4200000,735000000,1050000000,KPR,permanent,42,milik sendiri,menikah,rendah
58,8.4,3,588000000,8000000,3360000,756000000,840000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
521,13.7,4,479500000,13047619,5480000,959000000,1370000000,Modal Kerja/Usaha,permanent,66,milik sendiri,menikah,rendah
818,2.7,2,189000000,2571429,1080000,243000000,270000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,menikah,tinggi
85,6.9,2,483000000,6571429,2760000,621000000,690000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
577,10.2,2,510000000,9714286,4080000,612000000,1020000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
302,10.5,4,367500000,10000000,4200000,735000000,1050000000,Modal Kerja/Usaha,permanent,48,milik sendiri,menikah,rendah
631,11.5,1,805000000,10952381,4600000,1035000000,1150000000,Modal Kerja/Usaha,harian,36,tinggal bersama ortu,menikah,tinggi
525,10.0,4,350000000,9523810,4000000,700000000,1000000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
746,16.9,5,591500000,16095238,6760000,1183000000,1690000000,KPR,permanent,90,milik sendiri,menikah,rendah
526,9.4,5,329000000,8952381,3760000,658000000,940000000,KPR,permanent,36,milik sendiri,menikah,rendah
736,14.7,4,514500000,14000000,5880000,1029000000,1470000000,Modal Kerja/Usaha,permanent,78,milik sendiri,menikah,rendah
52,9.2,3,644000000,8761905,3680000,782000000,920000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
357,7.6,2,380000000,7238095,3040000,456000000,760000000,Modal Kerja/Usaha,kontrak,24,sewa/kontrak,menikah,sedang
87,6.3,2,441000000,6000000,2520000,567000000,630000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
242,9.7,1,824500000,9238095,3880000,873000000,970000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
226,8.9,1,756500000,8476190,3560000,801000000,890000000,KPR,harian,36,tinggal bersama ortu,lajang,tinggi
282,3.6,2,252000000,3428571,1440000,324000000,360000000,Modal Kerja/Usaha,harian,6,tinggal bersama ortu,lajang,tinggi
333,14.5,4,507500000,13809524,5800000,1015000000,1450000000,Modal Kerja/Usaha,permanent,72,milik sendiri,menikah,rendah
217,1.7,1,144500000,1619048,680000,153000000,170000000,KPR,harian,24,tinggal bersama ortu,menikah,tinggi
461,16.1,1,1127000000,15333333,6440000,1449000000,1610000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
176,6.5,1,552500000,6190476,2600000,585000000,650000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
223,1.4,1,119000000,1333333,560000,126000000,140000000,KPR,harian,18,tinggal bersama ortu,menikah,tinggi
350,9.5,4,332500000,9047619,3800000,665000000,950000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
338,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
562,10.2,3,510000000,9714286,4080000,612000000,1020000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
833,14.2,1,994000000,13523810,5680000,1278000000,1420000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,menikah,tinggi
736,14.7,4,514500000,14000000,5880000,1029000000,1470000000,Modal Kerja/Usaha,permanent,78,milik sendiri,menikah,rendah
150,5.8,1,493000000,5523810,2320000,522000000,580000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
773,11.1,3,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,60,sewa/kontrak,menikah,sedang
82,8.2,3,574000000,7809524,3280000,738000000,820000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
528,8.3,5,290500000,7904762,3320000,581000000,830000000,Kredit Kendaraan,permanent,24,milik sendiri,menikah,rendah
984,89.5,1,6265000000,85238095,35800000,8055000000,8950000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
14,12.2,5,427000000,11619048,4880000,854000000,1220000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
711,17.9,5,626500000,17047619,7160000,1253000000,1790000000,KPR,permanent,90,milik sendiri,menikah,rendah
418,0.4,2,28000000,380952,160000,36000000,40000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
510,13.7,5,479500000,13047619,5480000,959000000,1370000000,KPR,permanent,66,milik sendiri,menikah,rendah
788,11.1,2,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
453,13.7,1,959000000,13047619,5480000,1233000000,1370000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
70,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
388,13.8,2,690000000,13142857,5520000,828000000,1380000000,KPR,kontrak,78,sewa/kontrak,menikah,sedang
51,7.8,2,546000000,7428571,3120000,663000000,780000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
776,16.9,3,760500000,16095238,6760000,1014000000,1690000000,KPR,kontrak,90,sewa/kontrak,menikah,sedang
76,8.6,3,602000000,8190476,3440000,774000000,860000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
91,6.7,2,469000000,6380952,2680000,603000000,670000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
61,7.1,2,497000000,6761905,2840000,639000000,710000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
743,8.7,5,304500000,8285714,3480000,609000000,870000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
932,63.5,1,4445000000,60476190,25400000,5715000000,6350000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
557,8.0,3,400000000,7619048,3200000,480000000,800000000,KPR,kontrak,24,sewa/kontrak,menikah,sedang
733,20.1,5,703500000,19142857,8040000,1407000000,2010000000,KPR,permanent,102,milik sendiri,menikah,rendah
683,37.5,1,2625000000,35714286,15000000,3375000000,3750000000,KPR,harian,36,tinggal bersama ortu,menikah,tinggi
423,4.7,1,329000000,4476190,1880000,423000000,470000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
115,6.8,2,476000000,6476190,2720000,612000000,680000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
14,12.2,5,427000000,11619048,4880000,854000000,1220000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
402,2.6,1,182000000,2476190,1040000,234000000,260000000,KPR,harian,12,tinggal bersama ortu,menikah,tinggi
963,79.0,1,5530000000,75238095,31600000,7110000000,7900000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
513,10.6,4,371000000,10095238,4240000,742000000,1060000000,KPR,permanent,48,milik sendiri,menikah,rendah
423,4.7,1,329000000,4476190,1880000,423000000,470000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
17,9.5,4,332500000,9047619,3800000,665000000,950000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
38,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
639,15.5,1,1085000000,14761905,6200000,1395000000,1550000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
274,2.8,2,196000000,2666667,1120000,252000000,280000000,KPR,harian,18,tinggal bersama ortu,lajang,tinggi
206,7.9,1,671500000,7523810,3160000,711000000,790000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
798,19.0,3,855000000,18095238,7600000,1140000000,1900000000,Kredit Kendaraan,kontrak,108,sewa/kontrak,lajang,sedang
144,8.5,3,595000000,8095238,3400000,765000000,850000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
239,0.6,1,51000000,571429,240000,54000000,60000000,Kredit Kendaraan,harian,18,tinggal bersama ortu,menikah,tinggi
71,7.7,2,539000000,7333333,3080000,693000000,770000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
438,9.2,1,644000000,8761905,3680000,828000000,920000000,KPR,harian,24,tinggal bersama ortu,lajang,tinggi
840,17.7,1,1239000000,16857143,7080000,1593000000,1770000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
315,9.3,4,325500000,8857143,3720000,651000000,930000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
339,9.2,4,322000000,8761905,3680000,644000000,920000000,Modal Kerja/Usaha,permanent,36,milik sendiri,menikah,rendah
938,66.5,1,4655000000,63333333,26600000,5985000000,6650000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
678,35.0,1,2450000000,33333333,14000000,3150000000,3500000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
773,11.1,3,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,60,sewa/kontrak,menikah,sedang
303,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
27,10.1,4,353500000,9619048,4040000,707000000,1010000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
481,22.1,1,1547000000,21047619,8840000,1989000000,2210000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
651,21.5,1,1505000000,20476190,8600000,1935000000,2150000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
121,6.7,2,469000000,6380952,2680000,603000000,670000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
592,10.1,3,505000000,9619048,4040000,606000000,1010000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
574,13.5,3,675000000,12857143,5400000,810000000,1350000000,Modal Kerja/Usaha,kontrak,66,sewa/kontrak,menikah,sedang
350,9.5,4,332500000,9047619,3800000,665000000,950000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
304,9.2,4,322000000,8761905,3680000,644000000,920000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
515,9.3,4,325500000,8857143,3720000,651000000,930000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
41,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
70,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
871,33.2,1,2324000000,31619048,13280000,2988000000,3320000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
776,16.9,3,760500000,16095238,6760000,1014000000,1690000000,KPR,kontrak,90,sewa/kontrak,menikah,sedang
318,7.6,5,266000000,7238095,3040000,532000000,760000000,Kredit Kendaraan,permanent,18,milik sendiri,menikah,rendah
884,39.7,1,2779000000,37809524,15880000,3573000000,3970000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
590,12.2,3,610000000,11619048,4880000,732000000,1220000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
302,10.5,4,367500000,10000000,4200000,735000000,1050000000,Modal Kerja/Usaha,permanent,48,milik sendiri,menikah,rendah
119,7.3,2,511000000,6952381,2920000,657000000,730000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
592,10.1,3,505000000,9619048,4040000,606000000,1010000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
582,12.8,2,640000000,12190476,5120000,768000000,1280000000,Kredit Kendaraan,kontrak,66,sewa/kontrak,lajang,sedang
754,9.0,5,315000000,8571429,3600000,630000000,900000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
453,13.7,1,959000000,13047619,5480000,1233000000,1370000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
563,9.3,2,465000000,8857143,3720000,558000000,930000000,KPR,kontrak,36,sewa/kontrak,menikah,sedang
773,11.1,3,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,60,sewa/kontrak,menikah,sedang
341,21.2,5,742000000,20190476,8480000,1484000000,2120000000,KPR,permanent,102,milik sendiri,menikah,rendah
130,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
200,7.6,1,646000000,7238095,3040000,684000000,760000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
247,0.2,1,17000000,190476,80000,18000000,20000000,KPR,harian,18,tinggal bersama ortu,menikah,tinggi
528,8.3,5,290500000,7904762,3320000,581000000,830000000,Kredit Kendaraan,permanent,24,milik sendiri,menikah,rendah
385,9.0,2,450000000,8571429,3600000,540000000,900000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
544,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
918,56.5,1,3955000000,53809524,22600000,5085000000,5650000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
577,10.2,2,510000000,9714286,4080000,612000000,1020000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
529,20.0,5,700000000,19047619,8000000,1400000000,2000000000,KPR,permanent,96,milik sendiri,menikah,rendah
157,5.9,1,501500000,5619048,2360000,531000000,590000000,KPR,harian,36,tinggal bersama ortu,menikah,tinggi
111,6.4,2,448000000,6095238,2560000,576000000,640000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
784,16.0,2,800000000,15238095,6400000,960000000,1600000000,Modal Kerja/Usaha,kontrak,90,sewa/kontrak,menikah,sedang
644,18.0,1,1260000000,17142857,7200000,1620000000,1800000000,KPR,harian,30,tinggal bersama ortu,lajang,tinggi
17,9.5,4,332500000,9047619,3800000,665000000,950000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
930,62.5,1,4375000000,59523810,25000000,5625000000,6250000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
534,12.3,4,430500000,11714286,4920000,861000000,1230000000,KPR,permanent,60,milik sendiri,menikah,rendah
90,8.4,3,588000000,8000000,3360000,756000000,840000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
133,7.1,2,497000000,6761905,2840000,639000000,710000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
589,13.3,2,665000000,12666667,5320000,798000000,1330000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
775,9.2,3,460000000,8761905,3680000,552000000,920000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
347,11.9,5,416500000,11333333,4760000,833000000,1190000000,Modal Kerja/Usaha,permanent,60,milik sendiri,menikah,rendah
3,12.4,4,434000000,11809524,4960000,868000000,1240000000,Modal Kerja/Usaha,permanent,54,milik sendiri,menikah,rendah
894,44.7,1,3129000000,42571429,17880000,4023000000,4470000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
699,45.5,1,3185000000,43333333,18200000,4095000000,4550000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
47,10.8,4,378000000,10285714,4320000,756000000,1080000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
803,4.7,1,329000000,4476190,1880000,423000000,470000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
0,17.2,5,602000000,16380952,6880000,1204000000,1720000000,KPR,permanent,78,milik sendiri,menikah,rendah
330,19.9,5,696500000,18952381,7960000,1393000000,1990000000,KPR,permanent,96,milik sendiri,menikah,rendah
563,9.3,2,465000000,8857143,3720000,558000000,930000000,KPR,kontrak,36,sewa/kontrak,menikah,sedang
38,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
101,7.6,2,532000000,7238095,3040000,684000000,760000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
254,0.8,2,56000000,761905,320000,72000000,80000000,Kredit Kendaraan,harian,12,tinggal bersama ortu,lajang,tinggi
974,84.5,1,5915000000,80476190,33800000,7605000000,8450000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
478,21.2,1,1484000000,20190476,8480000,1908000000,2120000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
510,13.7,5,479500000,13047619,5480000,959000000,1370000000,KPR,permanent,66,milik sendiri,menikah,rendah
17,9.5,4,332500000,9047619,3800000,665000000,950000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
144,8.5,3,595000000,8095238,3400000,765000000,850000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
731,8.8,4,308000000,8380952,3520000,616000000,880000000,Modal Kerja/Usaha,permanent,36,milik sendiri,menikah,rendah
54,8.1,3,567000000,7714286,3240000,729000000,810000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
20,19.8,5,693000000,18857143,7920000,1386000000,1980000000,KPR,permanent,90,milik sendiri,menikah,rendah
179,3.6,1,306000000,3428571,1440000,324000000,360000000,Kredit Kendaraan,harian,18,tinggal bersama ortu,menikah,tinggi
572,16.3,3,733500000,15523810,6520000,978000000,1630000000,KPR,kontrak,78,sewa/kontrak,menikah,sedang
562,10.2,3,510000000,9714286,4080000,612000000,1020000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
216,8.4,1,714000000,8000000,3360000,756000000,840000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
544,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
525,10.0,4,350000000,9523810,4000000,700000000,1000000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
233,0.9,1,76500000,857143,360000,81000000,90000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,menikah,tinggi
510,13.7,5,479500000,13047619,5480000,959000000,1370000000,KPR,permanent,66,milik sendiri,menikah,rendah
375,11.5,3,575000000,10952381,4600000,690000000,1150000000,Modal Kerja/Usaha,kontrak,60,sewa/kontrak,menikah,sedang
545,13.0,4,455000000,12380952,5200000,910000000,1300000000,KPR,permanent,66,milik sendiri,menikah,rendah
754,9.0,5,315000000,8571429,3600000,630000000,900000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
150,5.8,1,493000000,5523810,2320000,522000000,580000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
